text,page,source,confidence,has_values,values,bbox_x0,bbox_y0,bbox_x1,bbox_y1
45,1,vector,1.0,False,,92.5883560180664,489.1904602050781,112.041015625,511.6405029296875
$,1,vector,1.0,False,,110.97271728515625,484.1136169433594,124.29725646972656,504.0252380371094
45,1,vector,1.0,False,,227.33859252929688,511.72210693359375,246.27247619628906,533.9465942382812
$,1,vector,1.0,False,,246.01869201660156,518.5797729492188,258.7258605957031,538.5183715820312
400,1,vector,1.0,False,,73.24627685546875,138.09927368164062,93.14546966552734,156.9040069580078
2812,1,vector,1.0,False,,911.6467895507812,343.4580383300781,930.4515380859375,369.9902648925781
397,1,vector,1.0,False,,178.75863647460938,82.22628021240234,198.65785217285156,101.03102111816406
100,1,vector,1.0,False,,112.87206268310547,624.2045288085938,132.77125549316406,643.00927734375
100,1,vector,1.0,False,,57.79163360595703,669.3108520507812,76.59637451171875,689.2100830078125
967,1,vector,1.0,False,,388.54132080078125,345.2317199707031,407.3460693359375,365.1308898925781
11,1,vector,1.0,False,,1124.596435546875,88.03133392333984,1137.862548828125,106.83607482910156
1,1,vector,1.0,False,,1144.2369384765625,88.03133392333984,1150.8699951171875,106.83607482910156
10,1,vector,1.0,False,,998.6484375,90.02425384521484,1011.91455078125,108.82899475097656
1,1,vector,1.0,False,,1020.11083984375,90.02425384521484,1026.743896484375,108.82899475097656
3182,1,vector,1.0,False,,568.4818115234375,53.595237731933594,595.0140380859375,72.39997863769531
1,1,vector,1.0,False,,602.70068359375,53.595237731933594,609.333740234375,72.39997863769531
17,1,vector,1.0,False,,91.35220336914062,77.54756927490234,104.61833190917969,96.35231018066406
1,1,vector,1.0,False,,112.81459045410156,77.54756927490234,119.4476547241211,96.35231018066406
Item,1,vector,1.0,False,,627.590576171875,658.4823608398438,640.856689453125,667.8847045898438
no.,1,vector,1.0,False,,644.1732177734375,658.4823608398438,654.122802734375,667.8847045898438
Mass,1,vector,1.0,False,,706.9606323242188,658.4823608398438,720.2267456054688,667.8847045898438
(kg),1,vector,1.0,False,,723.5432739257812,658.4823608398438,736.8093872070312,667.8847045898438
Certificate,1,vector,1.0,False,,746.6456909179688,658.4823608398438,783.1275024414062,667.8847045898438
Format,1,vector,1.0,False,,860.031494140625,658.4823608398438,879.9306640625,667.8847045898438
Status,1,vector,1.0,False,,896.8820190429688,658.4823608398438,916.7811889648438,667.8847045898438
Revised,1,vector,1.0,False,,1001.7637939453125,658.4823608398438,1024.9794921875,667.8847045898438
by,1,vector,1.0,False,,1028.2960205078125,658.4823608398438,1034.9290771484375,667.8847045898438
Created,1,vector,1.0,False,,1047.117919921875,658.4823608398438,1070.3336181640625,667.8847045898438
date,1,vector,1.0,False,,1073.650146484375,658.4823608398438,1086.916259765625,667.8847045898438
Created,1,vector,1.0,False,,1120.81884765625,658.4823608398438,1144.0345458984375,667.8847045898438
by,1,vector,1.0,False,,1147.35107421875,658.4823608398438,1153.984130859375,667.8847045898438
762849,1,vector,1.0,False,,645.0661010742188,669.0155029296875,681.5480346679688,686.2532348632812
195,1,vector,1.0,False,,713.7139282226562,669.0155029296875,731.9548950195312,686.2532348632812
EN,1,vector,1.0,False,,747.687744140625,669.0155029296875,759.848388671875,686.2532348632812
10204:2004-3.1,1,vector,1.0,False,,765.9287109375,669.0155029296875,851.05322265625,686.2532348632812
A3,1,vector,1.0,False,,868.407470703125,669.0155029296875,880.568115234375,686.2532348632812
KAJAY,1,vector,1.0,False,,1002.209228515625,669.0155029296875,1032.61083984375,686.2532348632812
2008-01-13,1,vector,1.0,True,date:2008,1049.5982666015625,669.0155029296875,1110.4014892578125,686.2532348632812
kebon,1,vector,1.0,False,,1124.326416015625,669.0155029296875,1154.72802734375,686.2532348632812
Material,1,vector,1.0,False,,627.590576171875,685.4114990234375,654.122802734375,694.8138427734375
/,1,vector,1.0,False,,657.4393310546875,685.4114990234375,660.755859375,694.8138427734375
Specification,1,vector,1.0,False,,664.0723876953125,685.4114990234375,707.187255859375,694.8138427734375
Scale,1,vector,1.0,False,,860.031494140625,685.4114990234375,876.6141357421875,694.8138427734375
Change,1,vector,1.0,False,,896.8820190429688,685.4114990234375,916.7811889648438,694.8138427734375
no.,1,vector,1.0,False,,920.0977172851562,685.4114990234375,930.0473022460938,694.8138427734375
PDM,1,vector,1.0,False,,1001.7637939453125,685.4114990234375,1011.71337890625,694.8138427734375
ver.,1,vector,1.0,False,,1015.0299072265625,685.4114990234375,1028.2960205078125,694.8138427734375
Reviewed,1,vector,1.0,False,,1047.117919921875,685.4114990234375,1073.650146484375,694.8138427734375
date,1,vector,1.0,False,,1076.9666748046875,685.4114990234375,1090.2327880859375,694.8138427734375
Reviewed,1,vector,1.0,False,,1120.81884765625,685.4114990234375,1147.35107421875,694.8138427734375
by,1,vector,1.0,False,,1150.6676025390625,685.4114990234375,1157.3006591796875,694.8138427734375
EN,1,vector,1.0,False,,637.9322509765625,692.4013671875,650.0928955078125,709.6390991210938
10025:2004,1,vector,1.0,False,,656.1732177734375,692.4013671875,716.9764404296875,709.6390991210938
-,1,vector,1.0,False,,723.0567626953125,692.4013671875,729.1370849609375,709.6390991210938
S355J2+N,1,vector,1.0,False,,727.7376098632812,692.4013671875,776.3801879882812,709.6390991210938
+,1,vector,1.0,False,,782.4605102539062,692.4013671875,788.5408325195312,709.6390991210938
Option,1,vector,1.0,False,,794.6211547851562,692.4013671875,831.1030883789062,709.6390991210938
5,1,vector,1.0,False,,837.1834106445312,692.4013671875,843.2637329101562,709.6390991210938
1:10,1,vector,1.0,False,,862.3275756835938,695.9446411132812,886.6488647460938,713.182373046875
387909,1,vector,1.0,False,,927.1134033203125,695.9446411132812,963.5953369140625,713.182373046875
7.5,1,vector,1.0,False,,1011.3522338867188,695.9446411132812,1029.59326171875,713.182373046875
-,1,vector,1.0,False,,736.8023681640625,704.802978515625,742.8826904296875,722.0407104492188
Proj.,1,vector,1.0,False,,860.031494140625,712.3406372070312,876.6141357421875,721.7429809570312
Item,1,vector,1.0,False,,896.8820190429688,712.3406372070312,910.1481323242188,721.7429809570312
description,1,vector,1.0,False,,913.4646606445312,712.3406372070312,949.9464721679688,721.7429809570312
Table_Version=1,1,vector,1.0,False,,874.4715576171875,730.0291137695312,874.5045166015625,730.035400390625
REAR,1,vector,1.0,False,,948.514892578125,720.747802734375,972.836181640625,737.9855346679688
"FOUNDATION,",1,vector,1.0,False,,978.91650390625,720.747802734375,1045.800048828125,737.9855346679688
TOP,1,vector,1.0,False,,1051.88037109375,720.747802734375,1070.121337890625,737.9855346679688
PLATE,1,vector,1.0,False,,1076.20166015625,720.747802734375,1106.603271484375,737.9855346679688
-,1,vector,1.0,False,,1024.5189208984375,734.5667724609375,1030.5992431640625,751.8045043945312
Pro/E,1,vector,1.0,False,,863.43310546875,740.2232055664062,885.5433959960938,752.7597045898438
Replaces,1,vector,1.0,False,,939.4015502929688,750.6083374023438,965.9337768554688,760.0106811523438
/,1,vector,1.0,False,,969.2503051757812,750.6083374023438,972.5668334960938,760.0106811523438
Copy,1,vector,1.0,False,,975.8833618164062,750.6083374023438,989.1494750976562,760.0106811523438
of,1,vector,1.0,False,,992.4660034179688,750.6083374023438,999.0990600585938,760.0106811523438
Drawing,1,vector,1.0,False,,1013.10205078125,750.6083374023438,1036.3177490234375,760.0106811523438
no.,1,vector,1.0,False,,1039.63427734375,750.6083374023438,1049.5838623046875,760.0106811523438
Ver.,1,vector,1.0,False,,1115.149658203125,750.6083374023438,1128.415771484375,760.0106811523438
Sheet,1,vector,1.0,False,,1138.3228759765625,750.6083374023438,1154.905517578125,760.0106811523438
-,1,vector,1.0,False,,969.2432861328125,761.1414794921875,975.3236083984375,778.3792114257812
762849,1,vector,1.0,False,,1036.9417724609375,759.3826293945312,1083.3729248046875,781.321533203125
7,1,vector,1.0,False,,1117.233154296875,759.3826293945312,1124.9716796875,781.321533203125
1,1,vector,1.0,False,,1135.070068359375,761.1414794921875,1141.150390625,778.3792114257812
of,1,vector,1.0,False,,1143.297607421875,764.0729370117188,1149.9306640625,773.4752807617188
1,1,vector,1.0,False,,1152.0780029296875,761.1414794921875,1158.1583251953125,778.3792114257812
WARNING:,1,vector,1.0,False,,627.590576171875,778.9547729492188,654.122802734375,788.3571166992188
PROPRIETARY,1,vector,1.0,False,,657.4393310546875,778.9547729492188,693.921142578125,788.3571166992188
AND,1,vector,1.0,False,,697.2376708984375,778.9547729492188,707.187255859375,788.3571166992188
CONFIDENTIAL,1,vector,1.0,False,,710.5037841796875,778.9547729492188,750.3021240234375,788.3571166992188
INFORMATION.,1,vector,1.0,False,,753.61865234375,778.9547729492188,793.4169921875,788.3571166992188
This,1,vector,1.0,False,,627.590576171875,785.332763671875,640.856689453125,794.735107421875
document,1,vector,1.0,False,,644.1732177734375,785.332763671875,670.7054443359375,794.735107421875
and,1,vector,1.0,False,,674.02197265625,785.332763671875,683.9715576171875,794.735107421875
the,1,vector,1.0,False,,687.2880859375,785.332763671875,697.2376708984375,794.735107421875
Information,1,vector,1.0,False,,700.55419921875,785.332763671875,737.0360107421875,794.735107421875
set,1,vector,1.0,False,,740.3525390625,785.332763671875,750.3021240234375,794.735107421875
forth,1,vector,1.0,False,,753.61865234375,785.332763671875,770.2012939453125,794.735107421875
herein,1,vector,1.0,False,,773.517822265625,785.332763671875,793.4169921875,794.735107421875
are,1,vector,1.0,False,,796.7335205078125,785.332763671875,806.68310546875,794.735107421875
confidential,1,vector,1.0,False,,809.9996337890625,785.332763671875,849.7979736328125,794.735107421875
and,1,vector,1.0,False,,853.114501953125,785.332763671875,863.0640869140625,794.735107421875
proprietary,1,vector,1.0,False,,839.4796142578125,785.332763671875,875.96142578125,794.735107421875
to,1,vector,1.0,False,,879.2779541015625,785.332763671875,885.9110107421875,794.735107421875
Vestas,1,vector,1.0,False,,889.2275390625,785.332763671875,909.126708984375,794.735107421875
Wind,1,vector,1.0,False,,912.4432373046875,785.332763671875,925.7093505859375,794.735107421875
Systems,1,vector,1.0,False,,929.02587890625,785.332763671875,952.2415771484375,794.735107421875
A/S.,1,vector,1.0,False,,955.55810546875,785.332763671875,968.82421875,794.735107421875
It,1,vector,1.0,False,,972.1407470703125,785.332763671875,978.7738037109375,794.735107421875
contains,1,vector,1.0,False,,982.09033203125,785.332763671875,1008.62255859375,794.735107421875
trade,1,vector,1.0,False,,1011.9390869140625,785.332763671875,1028.521728515625,794.735107421875
"secrets,",1,vector,1.0,False,,1031.8382568359375,785.332763671875,1058.3704833984375,794.735107421875
and,1,vector,1.0,False,,1061.68701171875,785.332763671875,1071.6365966796875,794.735107421875
independent,1,vector,1.0,False,,1052.2801513671875,785.332763671875,1088.761962890625,794.735107421875
economic,1,vector,1.0,False,,1092.0784912109375,785.332763671875,1118.6107177734375,794.735107421875
"value,",1,vector,1.0,False,,1121.92724609375,785.332763671875,1141.826416015625,794.735107421875
actual,1,vector,1.0,False,,1145.1429443359375,785.332763671875,1165.0421142578125,794.735107421875
or,1,vector,1.0,False,,627.590576171875,791.710693359375,634.2236328125,801.113037109375
"potential,",1,vector,1.0,False,,637.5401611328125,791.710693359375,670.7054443359375,801.113037109375
may,1,vector,1.0,False,,674.02197265625,791.710693359375,683.9715576171875,801.113037109375
be,1,vector,1.0,False,,687.2880859375,791.710693359375,693.921142578125,801.113037109375
derived,1,vector,1.0,False,,697.2376708984375,791.710693359375,720.453369140625,801.113037109375
from,1,vector,1.0,False,,723.7698974609375,791.710693359375,737.0360107421875,801.113037109375
the,1,vector,1.0,False,,740.3525390625,791.710693359375,750.3021240234375,801.113037109375
document/Information,1,vector,1.0,False,,753.61865234375,791.710693359375,819.94921875,801.113037109375
not,1,vector,1.0,False,,823.2657470703125,791.710693359375,833.21533203125,801.113037109375
being,1,vector,1.0,False,,836.5318603515625,791.710693359375,853.114501953125,801.113037109375
generally,1,vector,1.0,False,,856.4310302734375,791.710693359375,886.27978515625,801.113037109375
known.,1,vector,1.0,False,,860.3352661132812,791.710693359375,880.2344360351562,801.113037109375
In,1,vector,1.0,False,,883.5509643554688,791.710693359375,890.1840209960938,801.113037109375
consideration,1,vector,1.0,False,,893.5005493164062,791.710693359375,936.6154174804688,801.113037109375
of,1,vector,1.0,False,,939.9319458007812,791.710693359375,946.5650024414062,801.113037109375
you,1,vector,1.0,False,,949.8815307617188,791.710693359375,959.8311157226562,801.113037109375
receiving,1,vector,1.0,False,,963.1476440429688,791.710693359375,992.9963989257812,801.113037109375
this,1,vector,1.0,False,,996.3129272460938,791.710693359375,1009.5790405273438,801.113037109375
document,1,vector,1.0,False,,1012.8955688476562,791.710693359375,1039.4278564453125,801.113037109375
you,1,vector,1.0,False,,1042.744384765625,791.710693359375,1052.6939697265625,801.113037109375
agree,1,vector,1.0,False,,1056.010498046875,791.710693359375,1072.5931396484375,801.113037109375
(I),1,vector,1.0,False,,1075.90966796875,791.710693359375,1085.8592529296875,801.113037109375
to,1,vector,1.0,False,,1089.17578125,791.710693359375,1095.808837890625,801.113037109375
keep,1,vector,1.0,False,,1099.1253662109375,791.710693359375,1112.3914794921875,801.113037109375
the,1,vector,1.0,False,,1086.9044189453125,791.710693359375,1096.85400390625,801.113037109375
Information,1,vector,1.0,False,,1100.1705322265625,791.710693359375,1136.65234375,801.113037109375
secret,1,vector,1.0,False,,1139.9688720703125,791.710693359375,1159.8680419921875,801.113037109375
(II),1,vector,1.0,False,,627.590576171875,798.0886840820312,640.856689453125,807.4910278320312
only,1,vector,1.0,False,,644.1732177734375,798.0886840820312,657.4393310546875,807.4910278320312
to,1,vector,1.0,False,,660.755859375,798.0886840820312,667.388916015625,807.4910278320312
use,1,vector,1.0,False,,670.7054443359375,798.0886840820312,680.655029296875,807.4910278320312
the,1,vector,1.0,False,,683.9715576171875,798.0886840820312,693.921142578125,807.4910278320312
Information,1,vector,1.0,False,,697.2376708984375,798.0886840820312,733.719482421875,807.4910278320312
for,1,vector,1.0,False,,737.0360107421875,798.0886840820312,746.985595703125,807.4910278320312
the,1,vector,1.0,False,,750.3021240234375,798.0886840820312,760.251708984375,807.4910278320312
purpose,1,vector,1.0,False,,763.5682373046875,798.0886840820312,786.783935546875,807.4910278320312
specifically,1,vector,1.0,False,,790.1004638671875,798.0886840820312,829.8988037109375,807.4910278320312
agreed,1,vector,1.0,False,,833.21533203125,798.0886840820312,853.114501953125,807.4910278320312
with,1,vector,1.0,False,,856.4310302734375,798.0886840820312,869.6971435546875,807.4910278320312
Vestas,1,vector,1.0,False,,841.3026123046875,798.0886840820312,861.2017822265625,807.4910278320312
(III),1,vector,1.0,False,,864.518310546875,798.0886840820312,881.1009521484375,807.4910278320312
not,1,vector,1.0,False,,884.41748046875,798.0886840820312,894.3670654296875,807.4910278320312
to,1,vector,1.0,False,,897.68359375,798.0886840820312,904.316650390625,807.4910278320312
disclose,1,vector,1.0,False,,907.6331787109375,798.0886840820312,934.1654052734375,807.4910278320312
directly,1,vector,1.0,False,,937.48193359375,798.0886840820312,964.01416015625,807.4910278320312
or,1,vector,1.0,False,,967.3306884765625,798.0886840820312,973.9637451171875,807.4910278320312
indirectly,1,vector,1.0,False,,977.2802734375,798.0886840820312,1010.445556640625,807.4910278320312
any,1,vector,1.0,False,,1013.7620849609375,798.0886840820312,1023.711669921875,807.4910278320312
part,1,vector,1.0,False,,1027.0281982421875,798.0886840820312,1040.2943115234375,807.4910278320312
of,1,vector,1.0,False,,1043.61083984375,798.0886840820312,1050.243896484375,807.4910278320312
the,1,vector,1.0,False,,1053.5604248046875,798.0886840820312,1063.510009765625,807.4910278320312
Information,1,vector,1.0,False,,1066.8265380859375,798.0886840820312,1103.308349609375,807.4910278320312
to,1,vector,1.0,False,,1069.4915771484375,798.0886840820312,1076.1246337890625,807.4910278320312
any,1,vector,1.0,False,,1079.441162109375,798.0886840820312,1089.3907470703125,807.4910278320312
third,1,vector,1.0,False,,1092.707275390625,798.0886840820312,1109.2899169921875,807.4910278320312
party,1,vector,1.0,False,,1112.6064453125,798.0886840820312,1129.1890869140625,807.4910278320312
and,1,vector,1.0,False,,1132.505615234375,798.0886840820312,1142.4552001953125,807.4910278320312
(IV),1,vector,1.0,False,,627.590576171875,804.4666137695312,640.856689453125,813.8689575195312
not,1,vector,1.0,False,,644.1732177734375,804.4666137695312,654.122802734375,813.8689575195312
to,1,vector,1.0,False,,657.4393310546875,804.4666137695312,664.0723876953125,813.8689575195312
make,1,vector,1.0,False,,667.388916015625,804.4666137695312,680.655029296875,813.8689575195312
copies,1,vector,1.0,False,,683.9715576171875,804.4666137695312,703.8707275390625,813.8689575195312
or,1,vector,1.0,False,,707.187255859375,804.4666137695312,713.8203125,813.8689575195312
reproductions,1,vector,1.0,False,,717.1368408203125,804.4666137695312,760.251708984375,813.8689575195312
thereof,1,vector,1.0,False,,763.5682373046875,804.4666137695312,786.783935546875,813.8689575195312
by,1,vector,1.0,False,,790.1004638671875,804.4666137695312,796.7335205078125,813.8689575195312
whatsoever,1,vector,1.0,False,,800.050048828125,804.4666137695312,833.21533203125,813.8689575195312
means,1,vector,1.0,False,,836.5318603515625,804.4666137695312,853.114501953125,813.8689575195312
or,1,vector,1.0,False,,856.4310302734375,804.4666137695312,863.0640869140625,813.8689575195312
undertake,1,vector,1.0,False,,842.6181640625,804.4666137695312,872.4669189453125,813.8689575195312
any,1,vector,1.0,False,,875.783447265625,804.4666137695312,885.7330322265625,813.8689575195312
qualitative,1,vector,1.0,False,,889.049560546875,804.4666137695312,925.5313720703125,813.8689575195312
or,1,vector,1.0,False,,928.847900390625,804.4666137695312,935.48095703125,813.8689575195312
quantitative,1,vector,1.0,False,,938.7974853515625,804.4666137695312,978.5958251953125,813.8689575195312
"analysis,",1,vector,1.0,False,,981.912353515625,804.4666137695312,1011.7611083984375,813.8689575195312
reverse,1,vector,1.0,False,,1015.07763671875,804.4666137695312,1038.2933349609375,813.8689575195312
engineering,1,vector,1.0,False,,1041.60986328125,804.4666137695312,1078.0916748046875,813.8689575195312
or,1,vector,1.0,False,,1081.408203125,804.4666137695312,1088.041259765625,813.8689575195312
replication.,1,vector,1.0,False,,1058.7603759765625,804.4666137695312,1098.5587158203125,813.8689575195312
CATEGORY,1,vector,1.0,False,,186.066162109375,764.0985107421875,239.1307373046875,782.9032592773438
t,1,vector,1.0,False,,273.06109619140625,764.0985107421875,279.69415283203125,782.9032592773438
MATERIAL,1,vector,1.0,False,,434.09759521484375,764.0985107421875,487.16204833984375,782.9032592773438
EU,1,vector,1.0,False,,205.96534729003906,781.1063842773438,219.2314910888672,799.9111328125
(20),1,vector,1.0,False,,263.1114501953125,781.1063842773438,289.6436767578125,799.9111328125
EN,1,vector,1.0,False,,294.8031005859375,781.1063842773438,308.0692138671875,799.9111328125
10025:2004-S355J2,1,vector,1.0,False,,314.7022705078125,781.1063842773438,427.4642333984375,799.9111328125
+,1,vector,1.0,False,,434.0972900390625,781.1063842773438,440.7303466796875,799.9111328125
N,1,vector,1.0,False,,447.3634033203125,781.1063842773438,453.9964599609375,799.9111328125
+,1,vector,1.0,False,,460.6295166015625,781.1063842773438,467.2625732421875,799.9111328125
Option,1,vector,1.0,False,,473.8956298828125,781.1063842773438,513.6939697265625,799.9111328125
5,1,vector,1.0,False,,520.3270263671875,781.1063842773438,526.9600830078125,799.9111328125
+,1,vector,1.0,False,,533.5931396484375,781.1063842773438,540.2261962890625,799.9111328125
EN,1,vector,1.0,False,,546.8592529296875,781.1063842773438,560.1253662109375,799.9111328125
10164,1,vector,1.0,False,,566.7584228515625,781.1063842773438,599.9237060546875,799.9111328125
Z25,1,vector,1.0,False,,606.5567626953125,781.1063842773438,626.4559326171875,799.9111328125
US/BRAZIL,1,vector,1.0,False,,182.74961853027344,798.1143188476562,242.447265625,816.9190673828125
(19),1,vector,1.0,False,,263.1114807128906,798.1143188476562,289.6437072753906,816.9190673828125
ASTM,1,vector,1.0,False,,318.01885986328125,798.1143188476562,344.55108642578125,816.9190673828125
A572,1,vector,1.0,False,,351.18414306640625,798.1143188476562,377.71636962890625,816.9190673828125
GR.50+NORMALIZATION+,1,vector,1.0,False,,384.34942626953125,798.1143188476562,517.0105590820312,816.9190673828125
ASTM,1,vector,1.0,False,,523.6436157226562,798.1143188476562,550.1758422851562,816.9190673828125
A770,1,vector,1.0,False,,556.8088989257812,798.1143188476562,583.3411254882812,816.9190673828125
ZT,1,vector,1.0,False,,589.9741821289062,798.1143188476562,603.2402954101562,816.9190673828125
Material,1,vector,1.0,False,,698.7282104492188,463.1043701171875,751.7926635742188,481.90911865234375
and,1,vector,1.0,False,,758.4257202148438,463.1043701171875,778.3248901367188,481.90911865234375
thickness,1,vector,1.0,False,,784.9579467773438,463.1043701171875,844.6554565429688,481.90911865234375
acc.,1,vector,1.0,False,,851.2885131835938,463.1043701171875,877.8207397460938,481.90911865234375
to,1,vector,1.0,False,,884.4537963867188,463.1043701171875,897.7199096679688,481.90911865234375
Table,1,vector,1.0,False,,904.3529663085938,463.1043701171875,937.5182495117188,481.90911865234375
01,1,vector,1.0,False,,944.1513061523438,463.1043701171875,957.4174194335938,481.90911865234375
Table,1,vector,1.0,False,,313.9668273925781,742.1249389648438,347.1321105957031,760.9296875
01,1,vector,1.0,False,,353.7651672363281,742.1249389648438,367.0312805175781,760.9296875
B,1,vector,1.0,False,,162.20095825195312,318.9277038574219,168.8340301513672,337.7324523925781
C,1,vector,1.0,False,,104.84748840332031,318.6095275878906,111.48055267333984,337.4142761230469
A,1,vector,1.0,False,,198.22988891601562,373.7781677246094,204.8629608154297,392.5829162597656
Basic,1,vector,1.0,False,,627.5905151367188,632.9705200195312,644.1731567382812,642.3728637695312
material:,1,vector,1.0,False,,647.4896850585938,632.9705200195312,677.3384399414062,642.3728637695312
Plate,1,vector,1.0,False,,627.5905151367188,643.1957397460938,657.439453125,660.1200561523438
EN,1,vector,1.0,False,,663.4092407226562,643.1957397460938,675.3488159179688,660.1200561523438
10029:1991/AC:1991,1,vector,1.0,False,,681.318603515625,643.1957397460938,788.7747802734375,660.1200561523438
A,1,vector,1.0,False,,78.54225158691406,296.3780822753906,85.1753158569336,315.1828308105469
D,1,vector,1.0,False,,813.6875,153.93496704101562,820.320556640625,172.7397003173828
Form,1,vector,1.0,False,,873.8150024414062,133.26138305664062,900.3472290039062,152.0661163330078
