Internal Reference,Product Name,Quantity,UoM,Confidence,Source,Specifications,Notes
CAD-H-1,to,1,Unit(s),0.93,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,901529,1,Unit(s),0.93,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,to,1,Unit(s),0.93,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,/,1,Unit(s),0.93,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,EDGE,1,Unit(s),0.93,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,Wind,1,Unit(s),0.93,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,A/S.,1,Unit(s),0.93,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,engineering,1,Unit(s),0.93,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,07,1,Unit(s),0.93,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,-,1,Unit(s),0.93,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,Approved,1,Unit(s),0.93,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,by,1,Unit(s),0.93,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,331,1,Unit(s),0.92,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,be,1,Unit(s),0.92,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,to,1,Unit(s),0.92,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,GROUND,1,Unit(s),0.92,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,EN,1,Unit(s),0.92,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,kebon,1,Unit(s),0.92,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,date,1,Unit(s),0.92,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,description,1,Unit(s),0.92,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,(20),1,Unit(s),0.92,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,US/BRAZIL,1,Unit(s),0.92,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,or,1,Unit(s),0.92,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,quantitative,1,Unit(s),0.92,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,/762849,1,Unit(s),0.92,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,-,1,Unit(s),0.92,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,331,1,Unit(s),0.92,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,be,1,Unit(s),0.92,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,to,1,Unit(s),0.92,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,GROUND,1,Unit(s),0.92,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,EN,1,Unit(s),0.92,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,kebon,1,Unit(s),0.92,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,date,1,Unit(s),0.92,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,description,1,Unit(s),0.92,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,(20),1,Unit(s),0.92,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,US/BRAZIL,1,Unit(s),0.92,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,or,1,Unit(s),0.92,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,quantitative,1,Unit(s),0.92,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,/762849,1,Unit(s),0.92,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,-,1,Unit(s),0.92,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,397,1,Unit(s),0.91,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,-332,1,Unit(s),0.91,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,2768:1989,1,Unit(s),0.91,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,EN,1,Unit(s),0.91,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,KAJAY,1,Unit(s),0.91,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,by,1,Unit(s),0.91,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,10025:2004,1,Unit(s),0.91,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,-,1,Unit(s),0.91,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,AKMNK,1,Unit(s),0.91,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,397,1,Unit(s),0.91,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,-332,1,Unit(s),0.91,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,2768:1989,1,Unit(s),0.91,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,EN,1,Unit(s),0.91,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,KAJAY,1,Unit(s),0.91,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,by,1,Unit(s),0.91,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,10025:2004,1,Unit(s),0.91,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,-,1,Unit(s),0.91,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,AKMNK,1,Unit(s),0.91,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,DXF,1,Unit(s),0.90,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,>,1,Unit(s),0.90,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,kinds,1,Unit(s),0.90,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,9013:2002,1,Unit(s),0.90,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,EN,1,Unit(s),0.90,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,CATEGORY,1,Unit(s),0.90,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,EU,1,Unit(s),0.90,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,or,1,Unit(s),0.90,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,DXF,1,Unit(s),0.90,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,>,1,Unit(s),0.90,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,kinds,1,Unit(s),0.90,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,9013:2002,1,Unit(s),0.90,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,EN,1,Unit(s),0.90,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,CATEGORY,1,Unit(s),0.90,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,EU,1,Unit(s),0.90,ocr,,"Imported from H.pdf, Page 1"
CAD-H-1,or,1,Unit(s),0.90,ocr,,"Imported from H.pdf, Page 1"
